name,datetime,tempmax,tempmin,temp,precip,precipprob,precipcover,preciptype,snow,snowdepth,description,stations,source
"Rue de Spa, 4970 Stavelot, Belgique",2020-04-14,6.6,-2.3,1.9,0,0,0,,0,0,Partly cloudy throughout the day.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000,F0246",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-04-15,16.5,-0.5,7.8,0,0,0,,0,0,Partly cloudy throughout the day.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000,02497,F0246",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-04-16,20.6,7.3,13.3,0,0,0,,0,0,Clear conditions throughout the day.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000,02497,F0246",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-04-17,19.3,6.9,13.6,0,0,0,,0,0,Becoming cloudy in the afternoon.,"06494099999,06478099999,06496099999,04508,E5682,03591,15000,F0246,02497",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-04-18,15.3,7.2,11.7,0.205,100,16.67,rain,0,0,Partly cloudy throughout the day with afternoon rain.,"06494099999,06478099999,06496099999,04508,03591,15000,02497,F0246",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-04-19,12.4,6.5,8.7,0.179,100,4.17,rain,0,0,Partly cloudy throughout the day with morning rain.,"D9580,06494099999,06478099999,06496099999,04508,E5682,03591,15000",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-04-20,15.4,4,9.9,0,0,0,,0,0,Clear conditions throughout the day.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000,02497",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-04-21,17.2,4.9,11,0,0,0,,0,0,Clear conditions throughout the day.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-04-22,18.8,5.8,12.4,0,0,0,,0,0,Clear conditions throughout the day.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000,02497",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-04-23,20.2,6,13.4,0,0,0,,0,0,Clear conditions throughout the day.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000,F0246",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-04-24,18,6.1,11.6,0,0,0,,0,0,Clear conditions throughout the day.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000,02497",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-04-25,12.2,2.7,6.8,0,0,0,,0,0,Clearing in the afternoon.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000,D8956",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-04-26,16.1,1.6,8.9,0,0,0,,0,0,Clear conditions throughout the day.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000,02497,D8956",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-04-27,18.1,3.4,11.2,0,0,0,,0,0,Becoming cloudy in the afternoon.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-04-28,15.4,8.2,11,4.194,100,20.83,rain,0,0,Partly cloudy throughout the day with rain.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000,D8956",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-04-29,13.4,8.2,9.7,1.532,100,41.67,rain,0,0,Cloudy skies throughout the day with a chance of rain throughout the day.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-04-30,10.4,5.8,7.2,17.573,100,83.33,rain,0,0,Cloudy skies throughout the day with a chance of rain throughout the day.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-05-01,9.6,3,6.4,7.429,100,62.5,rain,0,0,Partly cloudy throughout the day with a chance of rain throughout the day.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000,D8956",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-05-02,8.6,4.3,6.1,4.495,100,66.67,rain,0,0,Partly cloudy throughout the day with a chance of rain throughout the day.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-05-03,12.2,0.2,7,0.211,100,16.67,rain,0,0,Partly cloudy throughout the day with rain.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-05-04,10.5,5.4,8.4,3.764,100,45.83,rain,0,0,Partly cloudy throughout the day with a chance of rain throughout the day.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000,D8956",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-05-05,11.4,2.3,6.7,0.119,100,4.17,rain,0,0,Clear conditions throughout the day with morning rain.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000",obs
