name,datetime,tempmax,tempmin,temp,precip,precipprob,precipcover,preciptype,snow,snowdepth,description,stations,source
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-04-30,32.1,4.1,18.9,0,0,0,,0,0,Becoming cloudy in the afternoon.,"76726099999,76675399999,76679399999,MMCB,remote,MMTO,MMMX",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-05-01,32.1,5,21,0,0,0,,0,0,Partly cloudy throughout the day.,"76726099999,76675399999,76679399999,remote,MMSM,MMMX,MMTO",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-05-02,32.1,6.1,20.7,0,0,0,,0,0,Clear conditions throughout the day.,"76726099999,76675399999,76679399999,remote,MMSM,MMTO,MMMX",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-05-03,34,11.1,21.7,0,0,0,,0,0,Becoming cloudy in the afternoon.,"76675399999,76679399999,MMCB,remote,MMSM,MMMX",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-05-04,27.1,9.1,19.9,2.6,100,4.17,rain,0,0,Partly cloudy throughout the day with late afternoon rain.,"76675399999,76679399999,MMCB,remote,MMSM,MMTO,MMMX",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-05-05,27,10.1,19,3.5,100,4.17,rain,0,0,Partly cloudy throughout the day with afternoon rain.,"76675399999,76679399999,MMCB,remote,MMSM,MMMX,MMTO",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-05-06,29,7.1,19.8,0.3,100,8.33,rain,0,0,Becoming cloudy in the afternoon with late afternoon rain.,"76726099999,76675399999,76679399999,MMCB,remote,MMSM,MMTO,MMMX",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-05-07,33.1,7,19.7,1.3,100,16.67,rain,0,0,Becoming cloudy in the afternoon with rain.,"76726099999,76675399999,76679399999,remote,MMSM,MMTO,MMMX",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-05-08,34.1,7.1,18.5,0.3,100,12.5,rain,0,0,Partly cloudy throughout the day with rain.,"76726099999,76675399999,76679399999,remote,MMMX,MMTO",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-05-09,27.1,9.1,18.3,0.2,100,8.33,rain,0,0,Partly cloudy throughout the day with late afternoon rain.,"76726099999,76675399999,76679399999,remote,MMSM,MMMX,MMTO",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-05-10,32.1,6.1,18.1,0,0,0,rain,0,0,Becoming cloudy in the afternoon.,"76726099999,76675399999,76679399999,MMCB,remote,MMMX,MMTO",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-05-11,28,7.1,18.8,0.4,100,8.33,rain,0,0,Becoming cloudy in the afternoon with rain.,"76726099999,76675399999,76679399999,remote,MMMX,MMTO",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-05-12,28.1,8.1,18,6.5,100,8.33,rain,0,0,Partly cloudy throughout the day with afternoon rain.,"76675399999,76679399999,MMCB,remote,MMMX,MMTO",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-05-13,27,6.1,17.8,0.496,100,4.17,rain,0,0,Partly cloudy throughout the day with afternoon rain.,"76726099999,76675399999,76679399999,MMCB,remote,MMSM,MMMX",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-05-14,30.1,10.1,18.4,0,0,0,rain,0,0,Partly cloudy throughout the day.,"76726099999,76675399999,76679399999,remote,MMSM,MMMX,MMTO",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-05-15,23.9,9.1,16.9,0.2,100,4.17,rain,0,0,Partly cloudy throughout the day with early morning rain.,"76726099999,76675399999,76679399999,MMCB,remote,MMMX,MMTO",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-05-16,29.1,7.1,15.8,0.3,100,12.5,rain,0,0,Partly cloudy throughout the day with rain.,"76726099999,76675399999,76679399999,MMCB,remote,MMSM,MMMX,MMTO",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-05-17,30,7.1,18.4,0.1,100,4.17,rain,0,0,Partly cloudy throughout the day with late afternoon rain.,"76675399999,76679399999,MMCB,remote,MMSM,MMTO,MMMX",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-05-18,27,7.1,17.9,0.7,100,4.17,rain,0,0,Becoming cloudy in the afternoon with late afternoon rain.,"76675399999,76679399999,MMCB,remote,MMMX",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-05-19,25,15,18.5,0.7,100,4.17,rain,0,0,Cloudy skies throughout the day with late afternoon rain.,"76675399999,76679399999,remote,MMSM,MMTO,MMMX",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-05-20,31,10.1,18.7,0.5,100,20.83,rain,0,0,Partly cloudy throughout the day with a chance of rain throughout the day.,"76675399999,76679399999,MMCB,remote,MMSM,MMMX,MMTO",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-05-21,31,14,19,0.9,100,20.83,rain,0,0,Cloudy skies throughout the day with rain.,"76726099999,76675399999,76679399999,MMCB,remote,MMSM,MMMX,MMTO",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-05-22,30.1,13.1,18.3,0.6,100,16.67,rain,0,0,Partly cloudy throughout the day with rain.,"76726099999,76675399999,76679399999,remote,MMSM,MMMX,MMTO",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-05-23,33,10.1,19.6,0.01,100,8.33,rain,0,0,Partly cloudy throughout the day with morning rain.,"76726099999,76675399999,76679399999,MMCB,remote,MMSM,MMTO,MMMX",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-05-24,29.1,12,20.1,0,0,0,,0,0,Partly cloudy throughout the day.,"76726099999,76675399999,76679399999,MMCB,remote,MMSM,MMTO,MMMX",obs
