name,datetime,tempmax,tempmin,temp,precip,precipprob,precipcover,preciptype,snow,snowdepth,description,stations,source
"Interlagos, São Paulo, SP, Brasil",2010-03-27,29.2,20,23.2,1,100,4.17,rain,0,0,Partly cloudy throughout the day with late afternoon rain.,"SBMT,83779099999,83075099999,SBSP,SBGR,83780099999",obs
"Interlagos, São Paulo, SP, Brasil",2010-03-28,28.1,20.9,22.9,3,100,4.17,rain,0,0,Partly cloudy throughout the day with late afternoon rain.,"SBMT,83779099999,83075099999,SBSP,SBGR,83780099999",obs
"Interlagos, São Paulo, SP, Brasil",2010-03-29,28.4,19.2,22.8,36.1,100,4.17,rain,0,0,Partly cloudy throughout the day with late afternoon rain.,"SBMT,83779099999,83075099999,SBSP,SBGR,83780099999",obs
"Interlagos, São Paulo, SP, Brasil",2010-03-30,27.1,19,21.7,17,100,4.17,rain,0,0,Partly cloudy throughout the day with morning rain.,"SBMT,83779099999,83075099999,SBSP,SBGR,83780099999",obs
"Interlagos, São Paulo, SP, Brasil",2010-03-31,25.2,19,21.6,0,0,0,,0,0,Partly cloudy throughout the day.,"SBMT,83779099999,83075099999,SBSP,SBGR,83780099999",obs
"Interlagos, São Paulo, SP, Brasil",2010-04-01,25.2,19.4,21.4,0,0,0,,0,0,Partly cloudy throughout the day.,"SBMT,83779099999,83075099999,SBSP,SBGR,83780099999",obs
"Interlagos, São Paulo, SP, Brasil",2010-04-02,26.2,19,21.9,0,0,0,,0,0,Partly cloudy throughout the day.,"SBMT,83779099999,83075099999,SBSP,SBGR,83780099999",obs
"Interlagos, São Paulo, SP, Brasil",2010-04-03,23.2,20,21.2,6.1,100,8.33,rain,0,0,Cloudy skies throughout the day with rain in the morning and afternoon.,"SBMT,83779099999,83075099999,SBSP,SBGR,83780099999",obs
"Interlagos, São Paulo, SP, Brasil",2010-04-04,27.2,20,22.3,25.9,100,8.33,rain,0,0,Partly cloudy throughout the day with rain in the morning and afternoon.,"SBMT,83779099999,83075099999,SBSP,SBGR,83780099999",obs
"Interlagos, São Paulo, SP, Brasil",2010-04-05,21.2,17.2,19.4,10.2,100,12.5,rain,0,0,Cloudy skies throughout the day with rain.,"SBMT,83779099999,83075099999,SBSP,SBGR,83780099999",obs
"Interlagos, São Paulo, SP, Brasil",2010-04-06,17,13.3,15.4,21.8,100,12.5,rain,0,0,Cloudy skies throughout the day with a chance of rain throughout the day.,"SBMT,83779099999,83075099999,SBSP,SBGR,83780099999",obs
